N	x	y	u	u*	|u - u*|
192	3.550000e+00	5.000000e-02	-4.425204e-01	-4.425204e-01	0.000000e+00
193	3.600000e+00	5.000000e-02	-4.867866e-01	-4.867866e-01	0.000000e+00
194	3.650000e+00	5.000000e-02	-5.298361e-01	-5.298361e-01	0.000000e+00
195	3.700000e+00	5.000000e-02	-5.715613e-01	-5.715613e-01	0.000000e+00
196	3.750000e+00	5.000000e-02	-6.118579e-01	-6.118579e-01	0.000000e+00
197	3.800000e+00	5.000000e-02	-6.506251e-01	-6.506251e-01	0.000000e+00
198	3.850000e+00	5.000000e-02	-6.877662e-01	-6.877662e-01	0.000000e+00
199	3.900000e+00	5.000000e-02	-7.231881e-01	-7.231881e-01	0.000000e+00
200	3.950000e+00	5.000000e-02	-7.568025e-01	-7.568025e-01	0.000000e+00
201	4.000000e+00	5.000000e-02	-7.885253e-01	-7.885253e-01	0.000000e+00
282	2.000000e+00	1.000000e-01	8.632094e-01	8.632094e-01	0.000000e+00
283	2.050000e+00	1.000000e-01	8.368988e-01	8.368988e-01	0.000000e+00
284	2.100000e+00	1.000000e-01	8.084964e-01	8.084964e-01	0.000000e+00
285	2.150000e+00	1.000000e-01	7.780732e-01	7.780732e-01	0.000000e+00
286	2.200000e+00	1.000000e-01	7.457052e-01	7.457052e-01	0.000000e+00
287	2.250000e+00	1.000000e-01	7.114734e-01	7.114734e-01	0.000000e+00
288	2.300000e+00	1.000000e-01	6.754632e-01	6.754632e-01	0.000000e+00
289	2.350000e+00	1.000000e-01	6.377647e-01	6.377647e-01	0.000000e+00
290	2.400000e+00	1.000000e-01	5.984721e-01	5.984721e-01	0.000000e+00
291	2.450000e+00	1.000000e-01	5.576837e-01	5.576837e-01	0.000000e+00
292	2.500000e+00	1.000000e-01	5.155014e-01	5.155014e-01	0.000000e+00
293	2.550000e+00	1.000000e-01	4.720305e-01	4.720305e-01	0.000000e+00
294	2.600000e+00	1.000000e-01	4.273799e-01	4.273799e-01	0.000000e+00
295	2.650000e+00	1.000000e-01	3.816610e-01	3.816610e-01	0.000000e+00
296	2.700000e+00	1.000000e-01	3.349882e-01	3.349882e-01	0.000000e+00
297	2.750000e+00	1.000000e-01	2.874780e-01	2.874780e-01	0.000000e+00
298	2.800000e+00	1.000000e-01	2.392493e-01	2.392493e-01	0.000000e+00
299	2.850000e+00	1.000000e-01	1.904226e-01	1.904226e-01	0.000000e+00
300	2.900000e+00	1.000000e-01	1.411200e-01	1.411200e-01	0.000000e+00
301	2.950000e+00	1.000000e-01	9.146464e-02	9.146464e-02	0.000000e+00
302	3.000000e+00	1.000000e-01	4.159954e-02	4.158066e-02	1.887281e-05
303	3.050000e+00	1.000000e-01	-8.407247e-03	-8.407247e-03	0.000000e+00
304	3.100000e+00	1.000000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
305	3.150000e+00	1.000000e-01	-1.081951e-01	-1.081951e-01	0.000000e+00
306	3.200000e+00	1.000000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
307	3.250000e+00	1.000000e-01	-2.069020e-01	-2.069020e-01	0.000000e+00
308	3.300000e+00	1.000000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
309	3.350000e+00	1.000000e-01	-3.035415e-01	-3.035415e-01	0.000000e+00
310	3.400000e+00	1.000000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
311	3.450000e+00	1.000000e-01	-3.971482e-01	-3.971482e-01	0.000000e+00
312	3.500000e+00	1.000000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
313	3.550000e+00	1.000000e-01	-4.867866e-01	-4.867866e-01	0.000000e+00
314	3.600000e+00	1.000000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
315	3.650000e+00	1.000000e-01	-5.715613e-01	-5.715613e-01	0.000000e+00
316	3.700000e+00	1.000000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
317	3.750000e+00	1.000000e-01	-6.506251e-01	-6.506251e-01	0.000000e+00
318	3.800000e+00	1.000000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
319	3.850000e+00	1.000000e-01	-7.231881e-01	-7.231881e-01	0.000000e+00
320	3.900000e+00	1.000000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
321	3.950000e+00	1.000000e-01	-7.885253e-01	-7.885253e-01	0.000000e+00
322	4.000000e+00	1.000000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
403	2.000000e+00	1.500000e-01	8.368988e-01	8.368988e-01	0.000000e+00
404	2.050000e+00	1.500000e-01	8.084964e-01	8.084964e-01	0.000000e+00
405	2.100000e+00	1.500000e-01	7.780732e-01	7.780732e-01	0.000000e+00
406	2.150000e+00	1.500000e-01	7.457052e-01	7.457052e-01	0.000000e+00
407	2.200000e+00	1.500000e-01	7.114734e-01	7.114734e-01	0.000000e+00
408	2.250000e+00	1.500000e-01	6.754632e-01	6.754632e-01	0.000000e+00
409	2.300000e+00	1.500000e-01	6.377647e-01	6.377647e-01	0.000000e+00
410	2.350000e+00	1.500000e-01	5.984721e-01	5.984721e-01	0.000000e+00
411	2.400000e+00	1.500000e-01	5.576837e-01	5.576837e-01	0.000000e+00
412	2.450000e+00	1.500000e-01	5.155014e-01	5.155014e-01	0.000000e+00
413	2.500000e+00	1.500000e-01	4.720305e-01	4.720305e-01	0.000000e+00
414	2.550000e+00	1.500000e-01	4.273799e-01	4.273799e-01	0.000000e+00
415	2.600000e+00	1.500000e-01	3.816610e-01	3.816610e-01	0.000000e+00
416	2.650000e+00	1.500000e-01	3.349882e-01	3.349882e-01	0.000000e+00
417	2.700000e+00	1.500000e-01	2.874780e-01	2.874780e-01	0.000000e+00
418	2.750000e+00	1.500000e-01	2.392493e-01	2.392493e-01	0.000000e+00
419	2.800000e+00	1.500000e-01	1.904226e-01	1.904226e-01	0.000000e+00
420	2.850000e+00	1.500000e-01	1.411200e-01	1.411200e-01	0.000000e+00
421	2.900000e+00	1.500000e-01	9.146464e-02	9.146464e-02	0.000000e+00
422	2.950000e+00	1.500000e-01	4.158066e-02	4.158066e-02	0.000000e+00
423	3.000000e+00	1.500000e-01	-8.388425e-03	-8.407247e-03	1.882212e-05
424	3.050000e+00	1.500000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
425	3.100000e+00	1.500000e-01	-1.081951e-01	-1.081951e-01	0.000000e+00
426	3.150000e+00	1.500000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
427	3.200000e+00	1.500000e-01	-2.069020e-01	-2.069020e-01	0.000000e+00
428	3.250000e+00	1.500000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
429	3.300000e+00	1.500000e-01	-3.035415e-01	-3.035415e-01	0.000000e+00
430	3.350000e+00	1.500000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
431	3.400000e+00	1.500000e-01	-3.971482e-01	-3.971482e-01	0.000000e+00
432	3.450000e+00	1.500000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
433	3.500000e+00	1.500000e-01	-4.867866e-01	-4.867866e-01	0.000000e+00
434	3.550000e+00	1.500000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
435	3.600000e+00	1.500000e-01	-5.715613e-01	-5.715613e-01	0.000000e+00
436	3.650000e+00	1.500000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
437	3.700000e+00	1.500000e-01	-6.506251e-01	-6.506251e-01	0.000000e+00
438	3.750000e+00	1.500000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
439	3.800000e+00	1.500000e-01	-7.231881e-01	-7.231881e-01	0.000000e+00
440	3.850000e+00	1.500000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
441	3.900000e+00	1.500000e-01	-7.885253e-01	-7.885253e-01	0.000000e+00
442	3.950000e+00	1.500000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
443	4.000000e+00	1.500000e-01	-8.459837e-01	-8.459837e-01	0.000000e+00
524	2.000000e+00	2.000000e-01	8.084964e-01	8.084964e-01	0.000000e+00
525	2.050000e+00	2.000000e-01	7.780732e-01	7.780732e-01	0.000000e+00
526	2.100000e+00	2.000000e-01	7.457052e-01	7.457052e-01	0.000000e+00
527	2.150000e+00	2.000000e-01	7.114734e-01	7.114734e-01	0.000000e+00
528	2.200000e+00	2.000000e-01	6.754632e-01	6.754632e-01	0.000000e+00
529	2.250000e+00	2.000000e-01	6.377647e-01	6.377647e-01	0.000000e+00
530	2.300000e+00	2.000000e-01	5.984721e-01	5.984721e-01	0.000000e+00
531	2.350000e+00	2.000000e-01	5.576837e-01	5.576837e-01	0.000000e+00
532	2.400000e+00	2.000000e-01	5.155014e-01	5.155014e-01	0.000000e+00
533	2.450000e+00	2.000000e-01	4.720305e-01	4.720305e-01	0.000000e+00
534	2.500000e+00	2.000000e-01	4.273799e-01	4.273799e-01	0.000000e+00
535	2.550000e+00	2.000000e-01	3.816610e-01	3.816610e-01	0.000000e+00
536	2.600000e+00	2.000000e-01	3.349882e-01	3.349882e-01	0.000000e+00
537	2.650000e+00	2.000000e-01	2.874780e-01	2.874780e-01	0.000000e+00
538	2.700000e+00	2.000000e-01	2.392493e-01	2.392493e-01	0.000000e+00
539	2.750000e+00	2.000000e-01	1.904226e-01	1.904226e-01	0.000000e+00
540	2.800000e+00	2.000000e-01	1.411200e-01	1.411200e-01	0.000000e+00
541	2.850000e+00	2.000000e-01	9.146464e-02	9.146464e-02	0.000000e+00
542	2.900000e+00	2.000000e-01	4.158066e-02	4.158066e-02	0.000000e+00
543	2.950000e+00	2.000000e-01	-8.407247e-03	-8.407247e-03	0.000000e+00
544	3.000000e+00	2.000000e-01	-5.835542e-02	-5.837414e-02	1.872438e-05
545	3.050000e+00	2.000000e-01	-1.081951e-01	-1.081951e-01	0.000000e+00
546	3.100000e+00	2.000000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
547	3.150000e+00	2.000000e-01	-2.069020e-01	-2.069020e-01	0.000000e+00
548	3.200000e+00	2.000000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
549	3.250000e+00	2.000000e-01	-3.035415e-01	-3.035415e-01	0.000000e+00
550	3.300000e+00	2.000000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
551	3.350000e+00	2.000000e-01	-3.971482e-01	-3.971482e-01	0.000000e+00
552	3.400000e+00	2.000000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
553	3.450000e+00	2.000000e-01	-4.867866e-01	-4.867866e-01	0.000000e+00
554	3.500000e+00	2.000000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
555	3.550000e+00	2.000000e-01	-5.715613e-01	-5.715613e-01	0.000000e+00
556	3.600000e+00	2.000000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
557	3.650000e+00	2.000000e-01	-6.506251e-01	-6.506251e-01	0.000000e+00
558	3.700000e+00	2.000000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
559	3.750000e+00	2.000000e-01	-7.231881e-01	-7.231881e-01	0.000000e+00
560	3.800000e+00	2.000000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
561	3.850000e+00	2.000000e-01	-7.885253e-01	-7.885253e-01	0.000000e+00
562	3.900000e+00	2.000000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
563	3.950000e+00	2.000000e-01	-8.459837e-01	-8.459837e-01	0.000000e+00
564	4.000000e+00	2.000000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
645	2.000000e+00	2.500000e-01	7.780732e-01	7.780732e-01	0.000000e+00
646	2.050000e+00	2.500000e-01	7.457052e-01	7.457052e-01	0.000000e+00
647	2.100000e+00	2.500000e-01	7.114734e-01	7.114734e-01	0.000000e+00
648	2.150000e+00	2.500000e-01	6.754632e-01	6.754632e-01	0.000000e+00
649	2.200000e+00	2.500000e-01	6.377647e-01	6.377647e-01	0.000000e+00
650	2.250000e+00	2.500000e-01	5.984721e-01	5.984721e-01	0.000000e+00
651	2.300000e+00	2.500000e-01	5.576837e-01	5.576837e-01	0.000000e+00
652	2.350000e+00	2.500000e-01	5.155014e-01	5.155014e-01	0.000000e+00
653	2.400000e+00	2.500000e-01	4.720305e-01	4.720305e-01	0.000000e+00
654	2.450000e+00	2.500000e-01	4.273799e-01	4.273799e-01	0.000000e+00
655	2.500000e+00	2.500000e-01	3.816610e-01	3.816610e-01	0.000000e+00
656	2.550000e+00	2.500000e-01	3.349882e-01	3.349882e-01	0.000000e+00
657	2.600000e+00	2.500000e-01	2.874780e-01	2.874780e-01	0.000000e+00
658	2.650000e+00	2.500000e-01	2.392493e-01	2.392493e-01	0.000000e+00
659	2.700000e+00	2.500000e-01	1.904226e-01	1.904226e-01	0.000000e+00
660	2.750000e+00	2.500000e-01	1.411200e-01	1.411200e-01	0.000000e+00
661	2.800000e+00	2.500000e-01	9.146464e-02	9.146464e-02	0.000000e+00
662	2.850000e+00	2.500000e-01	4.158066e-02	4.158066e-02	0.000000e+00
663	2.900000e+00	2.500000e-01	-8.407247e-03	-8.407247e-03	0.000000e+00
664	2.950000e+00	2.500000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
665	3.000000e+00	2.500000e-01	-1.081766e-01	-1.081951e-01	1.857979e-05
666	3.050000e+00	2.500000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
667	3.100000e+00	2.500000e-01	-2.069020e-01	-2.069020e-01	0.000000e+00
668	3.150000e+00	2.500000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
669	3.200000e+00	2.500000e-01	-3.035415e-01	-3.035415e-01	0.000000e+00
670	3.250000e+00	2.500000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
671	3.300000e+00	2.500000e-01	-3.971482e-01	-3.971482e-01	0.000000e+00
672	3.350000e+00	2.500000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
673	3.400000e+00	2.500000e-01	-4.867866e-01	-4.867866e-01	0.000000e+00
674	3.450000e+00	2.500000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
675	3.500000e+00	2.500000e-01	-5.715613e-01	-5.715613e-01	0.000000e+00
676	3.550000e+00	2.500000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
677	3.600000e+00	2.500000e-01	-6.506251e-01	-6.506251e-01	0.000000e+00
678	3.650000e+00	2.500000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
679	3.700000e+00	2.500000e-01	-7.231881e-01	-7.231881e-01	0.000000e+00
680	3.750000e+00	2.500000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
681	3.800000e+00	2.500000e-01	-7.885253e-01	-7.885253e-01	0.000000e+00
682	3.850000e+00	2.500000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
683	3.900000e+00	2.500000e-01	-8.459837e-01	-8.459837e-01	0.000000e+00
684	3.950000e+00	2.500000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
685	4.000000e+00	2.500000e-01	-8.949894e-01	-8.949894e-01	0.000000e+00
766	2.000000e+00	3.000000e-01	7.457052e-01	7.457052e-01	0.000000e+00
767	2.050000e+00	3.000000e-01	7.114734e-01	7.114734e-01	0.000000e+00
768	2.100000e+00	3.000000e-01	6.754632e-01	6.754632e-01	0.000000e+00
769	2.150000e+00	3.000000e-01	6.377647e-01	6.377647e-01	0.000000e+00
770	2.200000e+00	3.000000e-01	5.984721e-01	5.984721e-01	0.000000e+00
771	2.250000e+00	3.000000e-01	5.576837e-01	5.576837e-01	0.000000e+00
772	2.300000e+00	3.000000e-01	5.155014e-01	5.155014e-01	0.000000e+00
773	2.350000e+00	3.000000e-01	4.720305e-01	4.720305e-01	0.000000e+00
774	2.400000e+00	3.000000e-01	4.273799e-01	4.273799e-01	0.000000e+00
775	2.450000e+00	3.000000e-01	3.816610e-01	3.816610e-01	0.000000e+00
776	2.500000e+00	3.000000e-01	3.349882e-01	3.349882e-01	0.000000e+00
777	2.550000e+00	3.000000e-01	2.874780e-01	2.874780e-01	0.000000e+00
778	2.600000e+00	3.000000e-01	2.392493e-01	2.392493e-01	0.000000e+00
779	2.650000e+00	3.000000e-01	1.904226e-01	1.904226e-01	0.000000e+00
780	2.700000e+00	3.000000e-01	1.411200e-01	1.411200e-01	0.000000e+00
781	2.750000e+00	3.000000e-01	9.146464e-02	9.146464e-02	0.000000e+00
782	2.800000e+00	3.000000e-01	4.158066e-02	4.158066e-02	0.000000e+00
783	2.850000e+00	3.000000e-01	-8.407247e-03	-8.407247e-03	0.000000e+00
784	2.900000e+00	3.000000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
785	2.950000e+00	3.000000e-01	-1.081951e-01	-1.081951e-01	0.000000e+00
786	3.000000e+00	3.000000e-01	-1.577273e-01	-1.577457e-01	1.838868e-05
787	3.050000e+00	3.000000e-01	-2.069020e-01	-2.069020e-01	0.000000e+00
788	3.100000e+00	3.000000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
789	3.150000e+00	3.000000e-01	-3.035415e-01	-3.035415e-01	0.000000e+00
790	3.200000e+00	3.000000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
791	3.250000e+00	3.000000e-01	-3.971482e-01	-3.971482e-01	0.000000e+00
792	3.300000e+00	3.000000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
793	3.350000e+00	3.000000e-01	-4.867866e-01	-4.867866e-01	0.000000e+00
794	3.400000e+00	3.000000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
795	3.450000e+00	3.000000e-01	-5.715613e-01	-5.715613e-01	0.000000e+00
796	3.500000e+00	3.000000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
797	3.550000e+00	3.000000e-01	-6.506251e-01	-6.506251e-01	0.000000e+00
798	3.600000e+00	3.000000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
799	3.650000e+00	3.000000e-01	-7.231881e-01	-7.231881e-01	0.000000e+00
800	3.700000e+00	3.000000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
801	3.750000e+00	3.000000e-01	-7.885253e-01	-7.885253e-01	0.000000e+00
802	3.800000e+00	3.000000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
803	3.850000e+00	3.000000e-01	-8.459837e-01	-8.459837e-01	0.000000e+00
804	3.900000e+00	3.000000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
805	3.950000e+00	3.000000e-01	-8.949894e-01	-8.949894e-01	0.000000e+00
806	4.000000e+00	3.000000e-01	-9.161659e-01	-9.161659e-01	0.000000e+00
887	2.000000e+00	3.500000e-01	7.114734e-01	7.114734e-01	0.000000e+00
888	2.050000e+00	3.500000e-01	6.754632e-01	6.754632e-01	0.000000e+00
889	2.100000e+00	3.500000e-01	6.377647e-01	6.377647e-01	0.000000e+00
890	2.150000e+00	3.500000e-01	5.984721e-01	5.984721e-01	0.000000e+00
891	2.200000e+00	3.500000e-01	5.576837e-01	5.576837e-01	0.000000e+00
892	2.250000e+00	3.500000e-01	5.155014e-01	5.155014e-01	0.000000e+00
893	2.300000e+00	3.500000e-01	4.720305e-01	4.720305e-01	0.000000e+00
894	2.350000e+00	3.500000e-01	4.273799e-01	4.273799e-01	0.000000e+00
895	2.400000e+00	3.500000e-01	3.816610e-01	3.816610e-01	0.000000e+00
896	2.450000e+00	3.500000e-01	3.349882e-01	3.349882e-01	0.000000e+00
897	2.500000e+00	3.500000e-01	2.874780e-01	2.874780e-01	0.000000e+00
898	2.550000e+00	3.500000e-01	2.392493e-01	2.392493e-01	0.000000e+00
899	2.600000e+00	3.500000e-01	1.904226e-01	1.904226e-01	0.000000e+00
900	2.650000e+00	3.500000e-01	1.411200e-01	1.411200e-01	0.000000e+00
901	2.700000e+00	3.500000e-01	9.146464e-02	9.146464e-02	0.000000e+00
902	2.750000e+00	3.500000e-01	4.158066e-02	4.158066e-02	0.000000e+00
903	2.800000e+00	3.500000e-01	-8.407247e-03	-8.407247e-03	0.000000e+00
904	2.850000e+00	3.500000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
905	2.900000e+00	3.500000e-01	-1.081951e-01	-1.081951e-01	0.000000e+00
906	2.950000e+00	3.500000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
907	3.000000e+00	3.500000e-01	-2.068838e-01	-2.069020e-01	1.815143e-05
908	3.050000e+00	3.500000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
909	3.100000e+00	3.500000e-01	-3.035415e-01	-3.035415e-01	0.000000e+00
910	3.150000e+00	3.500000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
911	3.200000e+00	3.500000e-01	-3.971482e-01	-3.971482e-01	0.000000e+00
912	3.250000e+00	3.500000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
913	3.300000e+00	3.500000e-01	-4.867866e-01	-4.867866e-01	0.000000e+00
914	3.350000e+00	3.500000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
915	3.400000e+00	3.500000e-01	-5.715613e-01	-5.715613e-01	0.000000e+00
916	3.450000e+00	3.500000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
917	3.500000e+00	3.500000e-01	-6.506251e-01	-6.506251e-01	0.000000e+00
918	3.550000e+00	3.500000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
919	3.600000e+00	3.500000e-01	-7.231881e-01	-7.231881e-01	0.000000e+00
920	3.650000e+00	3.500000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
921	3.700000e+00	3.500000e-01	-7.885253e-01	-7.885253e-01	0.000000e+00
922	3.750000e+00	3.500000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
923	3.800000e+00	3.500000e-01	-8.459837e-01	-8.459837e-01	0.000000e+00
